game,date,head_coach,opponent,season,season_num,score,opp_score,site,ot,diff,result,streak,post_season,special
1,12/3/1977,Sharon Petro,Valparaiso,1977-1978,1,48,41,h,n,7,w,1,n,
2,12/6/1977,Sharon Petro,St. Joseph College,1977-1978,1,79,67,a,n,12,w,2,n,
3,1/18/1978,Sharon Petro,Purdue-Calumet,1977-1978,1,50,46,a,n,4,w,3,n,
4,1/24/1978,Sharon Petro,IUPU-Fort Wayne,1977-1978,1,68,39,h,n,29,w,4,n,
5,1/31/1978,Sharon Petro,Grace,1977-1978,1,68,25,h,n,43,w,5,n,
6,2/3/1978,Sharon Petro,Marquette,1977-1978,1,41,66,a,n,-25,l,1,n,
7,2/6/1978,Sharon Petro,St. Mary's College,1977-1978,1,61,51,h,n,10,w,1,n,
8,2/9/1978,Sharon Petro,Manchester College,1977-1978,1,74,49,a,n,25,w,2,n,
9,2/11/1978,Sharon Petro,Northern Illinois,1977-1978,1,58,65,a,n,-7,l,1,n,
10,2/13/1978,Sharon Petro,Goshen,1977-1978,1,62,57,a,n,5,w,1,n,
11,2/15/1978,Sharon Petro,Indiana Tech-Fort Wayne,1977-1978,1,68,51,a,n,17,w,2,n,
12,2/18/1978,Sharon Petro,Marion College,1977-1978,1,62,50,h,n,12,w,3,n,
13,2/20/1978,Sharon Petro,St. Mary's,1977-1978,1,69,59,a,n,10,w,4,n,
14,2/24/1978,Sharon Petro,Huntington,1977-1978,1,62,52,n,n,10,w,5,y,Northern District Tournament
15,2/25/1978,Sharon Petro,St. Francis,1977-1978,1,61,45,n,n,16,w,6,y,Northern District Tournament
16,3/4/1978,Sharon Petro,Vincennes,1977-1978,1,69,73,n,n,-4,l,1,y,State Tournament
17,3/5/1978,Sharon Petro,St. Joseph College,1977-1978,1,64,65,n,n,-1,l,2,y,State Tournament
18,11/1/1978,Sharon Petro,Clarke,1978-1979,2,81,51,h,n,30,w,1,n,
19,11/6/1978,Sharon Petro,Illinois,1978-1979,2,60,81,a,n,-21,l,1,n,
20,12/1/1978,Sharon Petro,Valparaiso,1978-1979,2,57,43,h,n,14,w,1,n,
21,12/9/1978,Sharon Petro,Huntington,1978-1979,2,74,66,n,n,8,w,2,n,Huntington Tournament
22,12/9/1978,Sharon Petro,Valparaiso,1978-1979,2,66,52,n,n,14,w,3,n,Huntington Tournament
23,12/11/1978,Sharon Petro,St. Mary's College,1978-1979,2,71,54,h,n,17,w,4,n,
24,1/12/1979,Sharon Petro,Northern Illinois,1978-1979,2,62,60,n,n,2,w,5,n,Northen Illinois Tournament
25,1/12/1979,Sharon Petro,Upper Iowa,1978-1979,2,71,49,n,n,22,w,6,n,Northen Illinois Tournament
26,1/13/1979,Sharon Petro,Chicago State,1978-1979,2,78,55,n,n,23,w,7,n,Northen Illinois Tournament
27,1/20/1979,Sharon Petro,Michigan,1978-1979,2,66,93,a,n,-27,l,1,n,
28,1/22/1979,Sharon Petro,Valparaiso,1978-1979,2,57,43,h,n,14,w,1,n,
29,1/24/1979,Sharon Petro,IUPU-Fort Wayne,1978-1979,2,49,41,a,n,8,w,2,n,
30,1/27/1979,Sharon Petro,St. Mary's College,1978-1979,2,70,43,a,n,27,w,3,n,
31,1/30/1979,Sharon Petro,DePaul,1978-1979,2,53,82,a,n,-29,l,1,n,
32,2/3/1979,Sharon Petro,Marquette,1978-1979,2,60,57,h,n,3,w,1,n,
33,2/10/1979,Sharon Petro,Goshen,1978-1979,2,68,64,h,n,4,w,2,n,
34,2/13/1979,Sharon Petro,St. Joseph College,1978-1979,2,62,67,a,n,-5,l,1,n,
35,2/16/1979,Sharon Petro,Marion College,1978-1979,2,63,65,a,n,-2,l,2,n,
36,2/22/1979,Sharon Petro,Valparaiso,1978-1979,2,52,49,n,n,3,w,1,y,North District Tournament
37,2/23/1979,Sharon Petro,St. Mary's College,1978-1979,2,61,49,n,n,12,w,2,y,North District Tournament
38,2/24/1979,Sharon Petro,Rensselaer,1978-1979,2,70,69,n,y,1,w,3,y,North District Tournament
39,3/1/1979,Sharon Petro,Franklin,1978-1979,2,64,69,n,n,-5,l,1,y,IAIAW Tournament
40,11/30/1979,Sharon Petro,Marion College,1979-1980,3,68,60,n,n,8,w,1,n,Taylor Invitational
41,12/1/1979,Sharon Petro,Cedarville,1979-1980,3,73,60,n,n,13,w,2,n,Taylor Invitational
42,12/4/1979,Sharon Petro,St. Mary's College,1979-1980,3,81,45,a,n,36,w,3,n,
43,12/8/1979,Sharon Petro,Michigan,1979-1980,3,60,66,h,y,-6,l,1,n,
44,1/11/1980,Sharon Petro,SIU-E'ville,1979-1980,3,65,51,n,n,14,w,1,n,Huskie Invitational
45,1/11/1980,Sharon Petro,Chicago State,1979-1980,3,68,61,n,n,7,w,2,n,Huskie Invitational
46,1/12/1980,Sharon Petro,NE Missouri State,1979-1980,3,43,77,n,n,-34,l,1,n,Huskie Invitational
47,1/14/1980,Sharon Petro,South Dakota,1979-1980,3,61,76,a,n,-15,l,2,n,
48,1/16/1980,Sharon Petro,St. Joseph's,1979-1980,3,72,64,h,n,8,w,1,n,
49,1/18/1980,Sharon Petro,St. Ambrose,1979-1980,3,54,52,h,n,2,w,2,n,
50,1/20/1980,Sharon Petro,St. Louis,1979-1980,3,49,65,h,n,-16,l,1,n,
51,1/22/1980,Sharon Petro,Valparaiso,1979-1980,3,65,55,a,n,10,w,1,n,
52,1/24/1980,Sharon Petro,Chicago,1979-1980,3,70,61,a,n,9,w,2,n,
53,1/26/1980,Sharon Petro,Mount St. Joseph,1979-1980,3,78,76,h,n,2,w,3,n,
54,1/30/1980,Sharon Petro,St. Mary's,1979-1980,3,73,56,h,n,17,w,4,n,
55,2/2/1980,Sharon Petro,Marquette,1979-1980,3,46,67,h,n,-21,l,1,n,
56,2/7/1980,Sharon Petro,Purdue-Calumet,1979-1980,3,79,38,h,n,41,w,1,n,
57,2/9/1980,Sharon Petro,Goshen,1979-1980,3,52,49,a,n,3,w,2,n,
58,2/12/1980,Sharon Petro,Huntington,1979-1980,3,70,64,a,n,6,w,3,n,
59,2/15/1980,Sharon Petro,Marion,1979-1980,3,61,62,h,n,-1,l,1,n,
60,2/19/1980,Sharon Petro,Illinois-Chicago Circle,1979-1980,3,59,71,a,n,-12,l,2,n,
61,2/23/1980,Sharon Petro,Grace,1979-1980,3,61,45,n,n,16,w,1,y,Northern District Tournament
62,2/23/1980,Sharon Petro,Goshen,1979-1980,3,61,54,n,n,7,w,2,y,Northern District Tournament
63,2/29/1980,Sharon Petro,Huntington,1979-1980,3,52,46,n,n,6,w,3,y,Indiana Division III State Tournament
64,3/1/1980,Sharon Petro,Goshen,1979-1980,3,80,66,n,n,14,w,4,y,Indiana Division III State Tournament
65,3/6/1980,Sharon Petro,Greenville,1979-1980,3,55,51,n,n,4,w,5,y,AIAW Midwest Regional
66,3/7/1980,Sharon Petro,Adrian,1979-1980,3,59,75,n,n,-16,l,1,y,AIAW Midwest Regional
67,3/8/1980,Sharon Petro,Spring Arbor,1979-1980,3,56,61,n,n,-5,l,2,y,AIAW Midwest Regional
68,3/12/1980,Sharon Petro,Pacific Lutheran,1979-1980,3,57,48,n,n,9,w,1,y,AIAW National Tournament
69,3/15/1980,Sharon Petro,Wisconsin La Crosse,1979-1980,3,57,80,n,n,-23,l,1,y,AIAW National Tournament
70,11/22/1980,Mary DiStanislao,South Dakota,1980-1981,4,60,67,h,n,-7,l,2,n,
71,12/1/1980,Mary DiStanislao,Butler,1980-1981,4,51,60,h,n,-9,l,3,n,
72,12/6/1980,Mary DiStanislao,Concordia,1980-1981,4,82,51,h,n,31,w,1,n,
73,12/8/1980,Mary DiStanislao,St. Mary's,1980-1981,4,71,52,h,n,19,w,2,n,
74,12/11/1980,Mary DiStanislao,St. Francis,1980-1981,4,54,57,h,n,-3,l,1,n,
75,12/19/1980,Mary DiStanislao,Inoa,1980-1981,4,69,65,n,n,4,w,1,n,Penn Holiday Tournament
76,12/20/1980,Mary DiStanislao,Delaware,1980-1981,4,56,70,n,n,-14,l,1,n,Penn Holiday Tournament
77,1/4/1981,Mary DiStanislao,Davidson,1980-1981,4,85,37,n,n,48,w,1,n,
78,1/6/1981,Mary DiStanislao,Villanova,1980-1981,4,57,70,a,n,-13,l,1,n,
79,1/10/1981,Mary DiStanislao,Marquette,1980-1981,4,55,62,a,n,-7,l,2,n,
80,1/14/1981,Mary DiStanislao,Taylor,1980-1981,4,77,71,h,n,6,w,1,n,
81,1/17/1981,Mary DiStanislao,Miami (OH),1980-1981,4,53,93,h,n,-40,l,1,n,
82,1/18/1981,Mary DiStanislao,Illinois-Chicago Circle,1980-1981,4,61,78,h,n,-17,l,2,n,
83,1/22/1981,Mary DiStanislao,Valparaiso,1980-1981,4,57,48,h,n,9,w,1,n,
84,1/28/1981,Mary DiStanislao,St. Mary's College,1980-1981,4,59,44,a,n,15,w,2,n,
85,1/31/1981,Mary DiStanislao,South Carolina,1980-1981,4,48,124,h,n,-76,l,1,n,
86,2/5/1981,Mary DiStanislao,Goshen,1980-1981,4,86,44,h,n,42,w,1,n,
87,2/7/1981,Mary DiStanislao,St. Ambrose,1980-1981,4,56,49,h,n,7,w,2,n,
88,2/11/1981,Mary DiStanislao,Ball State,1980-1981,4,61,79,a,n,-18,l,1,n,
89,2/17/1981,Mary DiStanislao,St. Joseph's,1980-1981,4,64,84,a,n,-20,l,2,n,
90,2/20/1981,Mary DiStanislao,Michigan,1980-1981,4,65,96,a,n,-31,l,3,n,
91,2/22/1981,Mary DiStanislao,Virginia,1980-1981,4,40,68,n,n,-28,l,4,n,
92,2/26/1981,Mary DiStanislao,Michigan State,1980-1981,4,45,76,a,n,-31,l,5,n,
93,2/28/1981,Mary DiStanislao,Illinois,1980-1981,4,53,88,h,n,-35,l,6,n,
94,3/6/1981,Mary DiStanislao,Ball State,1980-1981,4,69,76,n,n,-7,l,7,y,AIAW State Tournament
95,3/20/1981,Mary DiStanislao,Alaska-Anchorage,1980-1981,4,59,58,n,n,1,w,1,y,Northern Lights Tournament
96,3/21/1981,Mary DiStanislao,San Diego State,1980-1981,4,34,71,n,n,-37,l,1,y,Northern Lights Tournament
97,3/22/1981,Mary DiStanislao,Hawaii,1980-1981,4,55,61,n,n,-6,l,2,y,Northern Lights Tournament
98,12/2/1981,Mary DiStanislao,St. Joseph's,1981-1982,5,78,44,h,n,34,w,1,n,
99,12/5/1981,Mary DiStanislao,UCLA,1981-1982,5,45,50,h,n,-5,l,1,n,
100,12/8/1981,Mary DiStanislao,St. Mary's,1981-1982,5,92,29,h,n,63,w,1,n,
101,12/10/1981,Mary DiStanislao,Butler,1981-1982,5,58,67,a,n,-9,l,1,n,
102,12/12/1981,Mary DiStanislao,Northern Illinois,1981-1982,5,67,52,h,n,15,w,1,n,
103,12/18/1981,Mary DiStanislao,Pennsylvania,1981-1982,5,62,47,n,n,15,w,2,n,Penn Holiday Classic
104,12/19/1981,Mary DiStanislao,Mount St. Mary's,1981-1982,5,44,57,n,n,-13,l,1,n,Penn Holiday Classic
105,1/2/1982,Mary DiStanislao,Missouri,1981-1982,5,60,53,a,n,7,w,1,n,
106,1/9/1982,Mary DiStanislao,Creighton,1981-1982,5,69,48,n,n,21,w,2,n,Dial Classic
107,1/10/1982,Mary DiStanislao,Marquette,1981-1982,5,50,36,n,n,14,w,3,n,Dial Classic
108,1/13/1982,Mary DiStanislao,St. Francis,1981-1982,5,61,57,a,n,4,w,4,n,
109,1/17/1982,Mary DiStanislao,Southern Methodist,1981-1982,5,76,70,h,n,6,w,5,n,
110,1/21/1982,Mary DiStanislao,Valparaiso,1981-1982,5,84,27,a,n,57,w,6,n,
111,1/24/1982,Mary DiStanislao,Michigan,1981-1982,5,71,48,h,n,23,w,7,n,
112,1/28/1982,Mary DiStanislao,Ball State,1981-1982,5,60,57,h,n,3,w,8,n,
113,1/30/1982,Mary DiStanislao,Marquette,1981-1982,5,60,43,h,n,17,w,9,n,
114,2/5/1982,Mary DiStanislao,Mount St. Joseph,1981-1982,5,70,54,a,n,16,w,10,n,
115,2/6/1982,Mary DiStanislao,Miami (OH),1981-1982,5,61,65,a,n,-4,l,1,n,
116,2/10/1982,Mary DiStanislao,Taylor,1981-1982,5,79,41,h,n,38,w,1,n,
117,2/13/1982,Mary DiStanislao,Cincinnati,1981-1982,5,67,58,h,n,9,w,2,n,
118,2/16/1982,Mary DiStanislao,Illinois,1981-1982,5,53,83,a,n,-30,l,1,n,
119,2/20/1982,Mary DiStanislao,South Carolina,1981-1982,5,54,76,a,n,-22,l,2,n,
120,2/25/1982,Mary DiStanislao,Nebraska,1981-1982,5,88,98,h,y,-10,l,3,n,
121,2/27/1982,Mary DiStanislao,DePaul,1981-1982,5,55,60,h,n,-5,l,4,n,
122,3/6/1982,Mary DiStanislao,Michigan State,1981-1982,5,59,68,h,n,-9,l,5,n,
123,11/26/1982,Mary DiStanislao,UCLA,1982-1983,6,54,82,n,n,-28,l,6,n,Orange Crush Classic
124,11/27/1982,Mary DiStanislao,Rutgers,1982-1983,6,74,81,n,n,-7,l,7,n,Orange Crush Classic
125,12/2/1982,Mary DiStanislao,Butler,1982-1983,6,80,73,h,n,7,w,1,n,
126,12/4/1982,Mary DiStanislao,St. Francis,1982-1983,6,86,42,h,n,44,w,2,n,
127,12/8/1982,Mary DiStanislao,Western Michigan,1982-1983,6,68,62,a,n,6,w,3,n,
128,12/10/1982,Mary DiStanislao,Miami(OH),1982-1983,6,64,59,h,n,5,w,4,n,
129,12/12/1982,Mary DiStanislao,Michigan,1982-1983,6,62,58,a,n,4,w,5,n,
130,12/15/1982,Mary DiStanislao,Eastern Michigan,1982-1983,6,75,58,h,n,17,w,6,n,
131,12/30/1982,Mary DiStanislao,East Carolina,1982-1983,6,52,50,h,n,2,w,7,n,
132,1/3/1983,Mary DiStanislao,Villanova,1982-1983,6,72,68,a,n,4,w,8,n,
133,1/6/1983,Mary DiStanislao,Georgetown,1982-1983,6,78,68,a,n,10,w,9,n,
134,1/8/1983,Mary DiStanislao,Maryland,1982-1983,6,62,84,a,n,-22,l,1,n,
135,1/13/1983,Mary DiStanislao,Augustana,1982-1983,6,87,66,h,n,21,w,1,n,
136,1/16/1983,Mary DiStanislao,Alabama,1982-1983,6,56,71,h,n,-15,l,1,n,
137,1/21/1983,Mary DiStanislao,Detroit,1982-1983,6,78,61,h,n,17,w,1,n,
138,1/23/1983,Mary DiStanislao,Illinois-Chicago,1982-1983,6,88,61,a,n,27,w,2,n,
139,1/27/1983,Mary DiStanislao,Arizona State,1982-1983,6,57,82,a,n,-25,l,1,n,
140,1/30/1983,Mary DiStanislao,UCLA,1982-1983,6,53,84,a,n,-31,l,2,n,
141,2/4/1983,Mary DiStanislao,Loyola,1982-1983,6,80,61,h,n,19,w,1,n,
142,2/6/1983,Mary DiStanislao,Iowa State,1982-1983,6,69,58,h,n,11,w,2,n,
143,2/11/1983,Mary DiStanislao,Louisiana Tech,1982-1983,6,39,81,h,n,-42,l,1,n,
144,2/18/1983,Mary DiStanislao,Bradley,1982-1983,6,68,57,a,n,11,w,1,n,
145,2/19/1983,Mary DiStanislao,Illinois State,1982-1983,6,48,47,a,n,1,w,2,n,
146,2/25/1983,Mary DiStanislao,Marquette,1982-1983,6,74,50,a,n,24,w,3,n,
147,2/27/1983,Mary DiStanislao,DePaul,1982-1983,6,52,50,a,n,2,w,4,n,
148,3/6/1983,Mary DiStanislao,Dayton,1982-1983,6,68,64,h,y,4,w,5,n,
149,3/9/1983,Mary DiStanislao,Indiana,1982-1983,6,63,61,h,y,2,w,6,n,
150,11/22/1983,Mary DiStanislao,Marquette,1983-1984,7,96,63,h,n,33,w,7,n,
151,11/25/1983,Mary DiStanislao,Tennessee,1983-1984,7,56,71,h,n,-15,l,1,n,Notre Dame Thanksgiving Classic
152,11/26/1983,Mary DiStanislao,Maryland,1983-1984,7,57,75,h,n,-18,l,2,n,Notre Dame Thanksgiving Classic
153,12/3/1983,Mary DiStanislao,UCLA,1983-1984,7,70,61,h,n,9,w,1,n,
154,12/7/1983,Mary DiStanislao,Northwestern,1983-1984,7,74,78,a,n,-4,l,1,n,
155,12/9/1983,Mary DiStanislao,Michigan,1983-1984,7,66,50,h,n,16,w,1,n,
156,12/14/1983,Mary DiStanislao,Western Michigan,1983-1984,7,75,54,h,n,21,w,2,n,
157,12/21/1983,Mary DiStanislao,Central Michigan,1983-1984,7,69,72,h,n,-3,l,1,n,
158,12/29/1983,Mary DiStanislao,Old Dominion,1983-1984,7,57,71,n,n,-14,l,2,n,Nike Christmas Classic
159,12/30/1983,Mary DiStanislao,Boston College,1983-1984,7,55,59,a,n,-4,l,3,n,Nike Christmas Classic
160,1/5/1984,Mary DiStanislao,East Carolina,1983-1984,7,66,50,a,n,16,w,1,n,
161,1/7/1984,Mary DiStanislao,Xavier,1983-1984,7,85,68,a,n,17,w,2,n,
162,1/12/1984,Mary DiStanislao,Louisiana Tech,1983-1984,7,56,83,a,n,-27,l,1,n,
163,1/15/1984,Mary DiStanislao,Southern Methodist,1983-1984,7,63,64,a,n,-1,l,2,n,
164,1/18/1984,Mary DiStanislao,Loyoal,1983-1984,7,56,59,h,n,-3,l,3,n,
165,1/21/1984,Mary DiStanislao,DePaul,1983-1984,7,46,62,a,n,-16,l,4,n,
166,1/27/1984,Mary DiStanislao,Evansville,1983-1984,7,77,56,h,n,21,w,1,n,
167,1/30/1984,Mary DiStanislao,DePaul,1983-1984,7,78,62,h,n,16,w,2,n,
168,2/3/1984,Mary DiStanislao,Michigan State,1983-1984,7,72,73,a,n,-1,l,1,n,
169,2/8/1984,Mary DiStanislao,Illinois State,1983-1984,7,59,61,h,n,-2,l,2,n,
170,2/11/1984,Mary DiStanislao,Villanova,1983-1984,7,85,79,h,n,6,w,1,n,
171,2/14/1984,Mary DiStanislao,Detroit,1983-1984,7,72,67,h,n,5,w,2,n,
172,2/18/1984,Mary DiStanislao,Detroit,1983-1984,7,80,85,a,n,-5,l,1,n,
173,2/25/1984,Mary DiStanislao,Xavier,1983-1984,7,91,77,h,n,14,w,1,n,
174,2/27/1984,Mary DiStanislao,Illinois-Chicago,1983-1984,7,77,58,a,n,19,w,2,n,
175,3/3/1984,Mary DiStanislao,Dayton,1983-1984,7,63,57,a,n,6,w,3,n,
176,3/8/1984,Mary DiStanislao,Loyola,1983-1984,7,53,64,a,n,-11,l,1,n,
177,3/10/1984,Mary DiStanislao,Evansville,1983-1984,7,80,68,a,n,12,w,1,n,
178,11/24/1984,Mary DiStanislao,Tennessee,1984-1985,8,57,62,a,n,-5,l,1,n,
179,11/26/1984,Mary DiStanislao,Purdue,1984-1985,8,59,62,h,n,-3,l,2,n,
180,11/30/1984,Mary DiStanislao,Eastern Michigan,1984-1985,8,70,59,a,n,11,w,1,n,
181,12/2/1984,Mary DiStanislao,Michigan,1984-1985,8,64,75,a,n,-11,l,1,n,
182,12/5/1984,Mary DiStanislao,Western Michigan,1984-1985,8,76,46,h,n,30,w,1,n,
183,12/8/1984,Mary DiStanislao,Georgetown,1984-1985,8,72,49,h,n,23,w,2,n,
184,12/12/1984,Mary DiStanislao,Northern Illinois,1984-1985,8,71,60,a,n,11,w,3,n,
185,12/20/1984,Mary DiStanislao,Michigan State,1984-1985,8,71,59,h,n,12,w,4,n,
186,12/30/1984,Mary DiStanislao,UCLA,1984-1985,8,51,78,a,n,-27,l,1,n,
187,1/2/1985,Mary DiStanislao,USC,1984-1985,8,53,69,n,n,-16,l,2,n,
188,1/6/1985,Mary DiStanislao,LaSalle,1984-1985,8,66,71,a,n,-5,l,3,n,
189,1/9/1985,Mary DiStanislao,Maryland,1984-1985,8,49,40,a,n,9,w,1,n,
190,1/14/1985,Mary DiStanislao,Illinois-Chicago,1984-1985,8,70,49,h,n,21,w,2,n,
191,1/19/1985,Mary DiStanislao,Detroit,1984-1985,8,76,62,a,n,14,w,3,n,
192,1/27/1985,Mary DiStanislao,DePaul,1984-1985,8,64,72,a,n,-8,l,1,n,
193,1/30/1985,Mary DiStanislao,Butler,1984-1985,8,79,40,a,n,39,w,1,n,
194,2/1/1985,Mary DiStanislao,Evansville,1984-1985,8,74,53,h,n,21,w,2,n,
195,2/5/1985,Mary DiStanislao,Dayton,1984-1985,8,81,66,a,n,15,w,3,n,
196,2/9/1985,Mary DiStanislao,Xavier,1984-1985,8,107,61,h,n,46,w,4,n,
197,2/13/1985,Mary DiStanislao,Alabama,1984-1985,8,62,67,a,n,-5,l,1,n,
198,2/17/1985,Mary DiStanislao,Detroit,1984-1985,8,66,53,h,n,13,w,1,n,
199,2/20/1985,Mary DiStanislao,Loyola,1984-1985,8,84,59,h,n,25,w,2,n,
200,2/24/1985,Mary DiStanislao,DePaul,1984-1985,8,68,57,h,n,11,w,3,n,
201,2/26/1985,Mary DiStanislao,Loyola,1984-1985,8,64,63,a,n,1,w,4,n,
202,2/28/1985,Mary DiStanislao,Butler,1984-1985,8,99,36,h,n,63,w,5,n,
203,3/3/1985,Mary DiStanislao,Evansville,1984-1985,8,72,70,a,n,2,w,6,n,
204,3/6/1985,Mary DiStanislao,Dayton,1984-1985,8,72,57,h,n,15,w,7,n,
205,3/9/1985,Mary DiStanislao,Xavier,1984-1985,8,78,50,a,n,28,w,8,n,
206,11/30/1985,Mary DiStanislao,Purdue,1985-1986,9,54,71,a,n,-17,l,1,n,
207,12/2/1985,Mary DiStanislao,Western Michigan,1985-1986,9,94,65,a,n,29,w,1,n,
208,12/5/1985,Mary DiStanislao,Michigan,1985-1986,9,76,71,h,n,5,w,2,n,
209,12/9/1985,Mary DiStanislao,Tennessee,1985-1986,9,63,71,h,n,-8,l,1,n,
210,12/13/1985,Mary DiStanislao,Marquette,1985-1986,9,90,46,a,n,44,w,1,n,
211,12/15/1985,Mary DiStanislao,Northern Illinois,1985-1986,9,88,65,h,n,23,w,2,n,
212,12/21/1985,Mary DiStanislao,UCLA,1985-1986,9,67,73,h,n,-6,l,1,n,
213,1/3/1986,Mary DiStanislao,James Madison,1985-1986,9,51,53,n,n,-2,l,2,n,Burger King Classic
214,1/4/1986,Mary DiStanislao,Southwest Texas State,1985-1986,9,68,43,n,n,25,w,1,n,Burger King Classic
215,1/5/1986,Mary DiStanislao,Miami (FL),1985-1986,9,59,53,a,n,6,w,2,n,Burger King Classic
216,1/9/1986,Mary DiStanislao,Rutgers,1985-1986,9,61,69,a,n,-8,l,1,n,
217,1/13/1986,Mary DiStanislao,Marquette,1985-1986,9,75,42,h,n,33,w,1,n,
218,1/17/1986,Mary DiStanislao,Detroit,1985-1986,9,72,58,h,n,14,w,2,n,
219,1/19/1986,Mary DiStanislao,Boston University,1985-1986,9,72,74,h,n,-2,l,1,n,
220,1/23/1986,Mary DiStanislao,Loyola,1985-1986,9,75,54,h,n,21,w,1,n,
221,1/26/1986,Mary DiStanislao,DePaul,1985-1986,9,55,53,h,n,2,w,2,n,
222,1/29/1986,Mary DiStanislao,Butler,1985-1986,9,91,40,a,n,51,w,3,n,
223,2/2/1986,Mary DiStanislao,Evansville,1985-1986,9,76,55,a,n,21,w,4,n,
224,2/5/1986,Mary DiStanislao,Dayton,1985-1986,9,58,61,h,n,-3,l,1,n,
225,2/8/1986,Mary DiStanislao,Xavier,1985-1986,9,104,57,h,n,47,w,1,n,
226,2/10/1986,Mary DiStanislao,Illinois-Chicago,1985-1986,9,67,42,a,n,25,w,2,n,
227,2/15/1986,Mary DiStanislao,Detroit,1985-1986,9,67,56,a,n,11,w,3,n,
228,2/21/1986,Mary DiStanislao,Loyola,1985-1986,9,79,67,a,n,12,w,4,n,
229,2/23/1986,Mary DiStanislao,DePaul,1985-1986,9,73,58,a,n,15,w,5,n,
230,2/26/1986,Mary DiStanislao,Butler,1985-1986,9,77,48,h,n,29,w,6,n,
231,2/28/1986,Mary DiStanislao,Evansville,1985-1986,9,73,57,h,n,16,w,7,n,
232,3/6/1986,Mary DiStanislao,Xavier,1985-1986,9,76,43,a,n,33,w,8,n,
233,3/8/1986,Mary DiStanislao,Dayton,1985-1986,9,66,62,a,n,4,w,9,n,
234,3/20/1986,Mary DiStanislao,US International,1985-1986,9,86,61,n,n,25,w,10,y,NWIT
235,3/21/1986,Mary DiStanislao,Idaho,1985-1986,9,65,67,n,y,-2,l,1,y,NWIT
236,3/22/1986,Mary DiStanislao,Duke,1985-1986,9,74,67,n,n,7,w,1,y,NWIT
237,11/29/1986,Mary DiStanislao,Rutgers,1986-1987,10,50,71,h,n,-21,l,1,n,
238,12/5/1986,Mary DiStanislao,Texas,1986-1987,10,59,84,n,n,-25,l,2,n,Texas Classic
239,12/6/1986,Mary DiStanislao,Colorado,1986-1987,10,53,76,n,n,-23,l,3,n,Texas Classic
240,12/9/1986,Mary DiStanislao,Indiana,1986-1987,10,71,80,h,n,-9,l,4,n,
241,12/13/1986,Mary DiStanislao,Loyola,1986-1987,10,65,62,h,n,3,w,1,n,
242,12/20/1986,Mary DiStanislao,St. Ambrose,1986-1987,10,66,50,h,n,16,w,2,n,
243,12/30/1986,Mary DiStanislao,Oklahoma,1986-1987,10,54,57,n,n,-3,l,1,n,Seattle Times Classic
244,12/31/1986,Mary DiStanislao,Montana,1986-1987,10,48,50,n,n,-2,l,2,n,Seattle Times Classic
245,1/3/1987,Mary DiStanislao,Loyola Marymount,1986-1987,10,78,40,a,n,38,w,1,n,
246,1/5/1987,Mary DiStanislao,UCLA,1986-1987,10,65,67,a,y,-2,l,1,n,
247,1/10/1987,Mary DiStanislao,Maryland,1986-1987,10,48,69,h,n,-21,l,2,n,
248,1/13/1987,Mary DiStanislao,Northern Illinois,1986-1987,10,71,81,a,n,-10,l,3,n,
249,1/18/1987,Mary DiStanislao,DePaul,1986-1987,10,68,80,h,n,-12,l,4,n,
250,1/20/1987,Mary DiStanislao,Cleveland State,1986-1987,10,85,68,h,n,17,w,1,n,
251,1/24/1987,Mary DiStanislao,St. Joseph's (PA),1986-1987,10,57,71,a,n,-14,l,1,n,
252,1/28/1987,Mary DiStanislao,Dayton,1986-1987,10,54,55,h,n,-1,l,2,n,
253,1/31/1987,Mary DiStanislao,Marquette,1986-1987,10,95,60,h,n,35,w,1,n,
254,2/3/1987,Mary DiStanislao,Western Michigan,1986-1987,10,65,58,h,n,7,w,2,n,
255,2/7/1987,Mary DiStanislao,Miami (FL),1986-1987,10,61,62,h,n,-1,l,1,n,
256,2/11/1987,Mary DiStanislao,Detroit,1986-1987,10,86,94,a,n,-8,l,2,n,
257,2/14/1987,Mary DiStanislao,Tennessee,1986-1987,10,55,90,a,n,-35,l,3,n,
258,2/18/1987,Mary DiStanislao,Illinois-Chicago,1986-1987,10,90,53,h,n,37,w,1,n,
259,2/21/1987,Mary DiStanislao,DePaul,1986-1987,10,53,44,a,n,9,w,2,n,
260,2/24/1987,Mary DiStanislao,Northern Illinois,1986-1987,10,82,66,h,n,16,w,3,n,
261,2/28/1987,Mary DiStanislao,Marquette,1986-1987,10,77,53,a,n,24,w,4,n,
262,3/1/1987,Mary DiStanislao,Wisconsin,1986-1987,10,80,70,a,n,10,w,5,n,
263,3/7/1987,Mary DiStanislao,Dayton,1986-1987,10,59,48,a,n,11,w,6,n,
264,11/28/1987,Muffet McGraw,Loyola,1987-1988,11,67,61,a,n,6,w,7,n,
265,11/30/1987,Muffet McGraw,Northwestern,1987-1988,11,69,49,h,n,20,w,8,n,
266,12/4/1987,Muffet McGraw,Wisconsin-Green Bay,1987-1988,11,65,69,a,n,-4,l,1,n,Phoenix Classic
267,12/5/1987,Muffet McGraw,BYU,1987-1988,11,81,69,n,n,12,w,1,n,Phoenix Classic
268,12/9/1987,Muffet McGraw,Oakland,1987-1988,11,100,51,h,n,49,w,2,n,
269,12/12/1987,Muffet McGraw,St. Ambrose,1987-1988,11,86,73,h,n,13,w,3,n,
